orf_plate,gene,decision,distance2,distance,threshold2,feature_count,usable_feature_count,control_rows,candidate_count,top_candidate,top_candidate_target,top_restoration_score,top_distance,top_target_match,top_target_list_match,best_target_rank,best_target_restoration_score,best_target_distance,has_target_candidate,positive_target_score,positive_top_score,shift_margin,replicate_consistency,data_source,source_hash,selection_rule_pass,selection_priority
BR00118050,KCNK1,CONTINUOUS,5.725934962054774,2.3928925930878666,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,-0.3359775490624601,3.196850781684579,False,False,148,-1.1272954721971091,5.090389578731946,True,False,False,-14.61427477564367,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006756756756756757
BR00117006,ICAM1,CONTINUOUS,2.867308776499748,1.6933129588176392,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,-0.7969488102664619,3.042796706757936,False,False,148,-2.041992668240355,5.151045605762683,True,False,False,-18.40818572797836,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006756756756756757
BR00118039,CSF1R,CONTINUOUS,11.337096203822409,3.3670604692851014,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-1.5077739895940732,8.4438266662661,False,False,149,-3.680077618488733,15.758104342404051,True,False,False,-10.034087438584788,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006711409395973154
BR00118049,HIF1A,CONTINUOUS,2.1322955265727206,1.46023817460465,36.44277543917322,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,-0.1158372714668747,1.6293881804437385,False,False,149,-0.7287259837953484,2.524351674970676,True,False,False,-34.3104799126005,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006711409395973154
BR00117006,GPR119,CONTINUOUS,11.526829154792832,3.395118430157162,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.1037730290262106,3.042796706757936,False,False,152,-0.5456207134724247,5.247565370344437,True,False,True,-9.748665349685275,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006578947368421052
BR00118050,HDAC6,CONTINUOUS,2.7386884024611096,1.654898305776252,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,-0.9317505918788898,3.196850781684579,False,False,152,-2.108308412580622,5.143934325812852,True,False,False,-17.601521335237337,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006578947368421052
BR00118049,AKR1C1,CONTINUOUS,4.231051307014973,2.056951945723325,36.44277543917322,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.2078627875431609,1.6293881804437385,False,False,152,-0.2408459834536702,2.552360560009241,True,False,True,-32.211724132158245,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006578947368421052
BR00118039,CSK,CONTINUOUS,5.328509628594875,2.3083564777986254,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-2.6579387748268997,8.4438266662661,False,False,154,-5.854822483464184,15.823373883871064,True,False,False,-16.04267401381232,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006493506493506494
BR00118050,ATM,CONTINUOUS,4.5077447541431965,2.123145014864316,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,-0.5057147577304673,3.196850781684579,False,False,155,-1.4241522944227718,5.146826859178026,True,False,False,-15.832464983555248,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.0064516129032258064
BR00117006,FOXM1,CONTINUOUS,9.10107841826774,3.016799366591643,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,-0.0086175237416123,3.042796706757936,False,False,158,-0.7602812194160753,5.310415267759342,True,False,False,-12.174416086210368,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006329113924050633
BR00118039,LCK,CONTINUOUS,4.284355825416885,2.069868552690457,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-3.07940236363636,8.4438266662661,False,False,158,-6.659231248506703,15.853601899075748,True,False,False,-17.08682781699031,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006329113924050633
BR00118049,CACNA2D3,CONTINUOUS,3.2148193724778675,1.7929917379837164,36.44277543917322,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.0912461301828779,1.6293881804437385,False,False,159,-0.4583645161869965,2.614835528493363,True,False,True,-33.22795606669535,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.006289308176100629
BR00118049,CDK9,CONTINUOUS,3.7835849156185657,1.945143931851462,36.44277543917322,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.1623302760469828,1.6293881804437385,False,False,160,-0.345109652169802,2.6164318775942665,True,False,True,-32.65919052355465,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.00625
